PROVIDER_NAME,ENROL_STATUS_DATE,Enrol_No
Independent Institute of Education: Port Elizabeth,06/JAN/16,4182
Independent Institute of Education: Port Elizabeth,18/AUG/16,297
Independent Institute of Education: Port Elizabeth,26/FEB/16,889
Independent Institute of Education: Sandton - Main Site,18/MAR/14,244
Independent Institute of Education: Sandton - Main Site,27/MAR/13,102
Independent Institute of Education: Sandton - Main Site,09/MAR/12,339
Independent Institute of Education: Sandton - Main Site,03/APR/12,54
Independent Institute of Education: Sandton - Main Site,19/APR/12,180
Independent Institute of Education: Sandton - Main Site,22/MAY/12,86
Independent Institute of Education: Sandton - Main Site,15/MAY/13,112
Independent Institute of Education: Sandton - Main Site,01/JUN/15,355
Independent Institute of Education: Sandton - Main Site,28/MAR/14,130
Independent Institute of Education: Sandton - Main Site,09/JAN/12,12646
Independent Institute of Education: Sandton - Main Site,14/APR/14,98
Independent Institute of Education: Sandton - Main Site,09/MAR/13,46
Independent Institute of Education: Sandton - Main Site,10/MAR/14,255
Independent Institute of Education: Sandton - Main Site,09/MAY/14,118
Independent Institute of Education: Sandton - Main Site,03/APR/14,143
Independent Institute of Education: Sandton - Main Site,17/MAR/14,311
Independent Institute of Education: Sandton - Main Site,09/APR/15,79
Independent Institute of Education: Sandton - Main Site,13/APR/15,71
Independent Institute of Education: Sandton - Main Site,11/JUN/15,158
Independent Institute of Education: Sandton - Main Site,12/APR/13,241
Independent Institute of Education: Sandton - Main Site,02/JUL/14,233
Independent Institute of Education: Sandton - Main Site,02/APR/14,121
Independent Institute of Education: Sandton - Main Site,14/MAR/15,654
Independent Institute of Education: Sandton - Main Site,12/APR/12,90
Independent Institute of Education: Sandton - Main Site,08/APR/14,216
Independent Institute of Education: Sandton - Main Site,23/MAY/12,84
Independent Institute of Education: Sandton - Main Site,03/JUN/15,445
Independent Institute of Education: Sandton - Main Site,18/NOV/14,74
Independent Institute of Education: Sandton - Main Site,06/APR/13,18
Independent Institute of Education: Sandton - Main Site,05/APR/12,93
Independent Institute of Education: Sandton - Main Site,29/APR/15,78
Independent Institute of Education: Sandton - Main Site,08/APR/15,22
Independent Institute of Education: Sandton - Main Site,26/JUN/14,379
Independent Institute of Education: Sandton - Main Site,16/JUL/15,220
Independent Institute of Education: Pietermaritzburg,10/DEC/15,373
Independent Institute of Education: Pietermaritzburg,22/APR/16,418
Independent Institute of Education: Pietermaritzburg,09/MAR/16,220
Independent Institute of Education: Midrand,11/APR/16,1004
Independent Institute of Education: Midrand,13/FEB/16,783
Independent Institute of Education: Midrand,03/MAR/16,544
Independent Institute of Education: Midrand,22/JUN/16,135
Independent Institute of Education: Midrand,01/MAR/16,793
Independent Institute of Education: Midrand,23/JUN/16,132
Independent Institute of Education: Port Elizabeth,12/JAN/16,9627
Independent Institute of Education: Port Elizabeth,04/JAN/16,61417
Independent Institute of Education: Port Elizabeth,05/JAN/16,13390
Independent Institute of Education: Port Elizabeth,09/JAN/16,321
Independent Institute of Education: Sandton - Benmore Gardens,09/JAN/16,321
Independent Institute of Education: Cape Town - Rondebosch,03/MAR/16,544
Independent Institute of Education: Durban - Westville,04/JAN/16,61417
Independent Institute of Education: Durban - Westville,10/DEC/15,373
Independent Institute of Education: Durban - Westville,25/FEB/16,1065
Independent Institute of Education: Durban - Westville,19/FEB/16,1052
Independent Institute of Education: Durban - Westville,09/MAR/16,220
Independent Institute of Education: Durban - Westville,18/DEC/15,401
Independent Institute of Education: Durban North,19/FEB/16,1052
Cornerstone Institute (RF) NPC,30/NOV/14,322
Cornerstone Institute (RF) NPC,30/NOV/15,355
Cornerstone Institute (RF) NPC,31/JAN/15,386
Cornerstone Institute (RF) NPC,01/JUL/15,1575
Cornerstone Institute (RF) NPC,31/JAN/14,1811
Cornerstone Institute (RF) NPC,05/DEC/15,474
Embury Institute for Teacher Education,22/OCT/15,376
Embury Institute for Teacher Education,13/NOV/15,35
Embury Institute for Teacher Education,02/NOV/15,28
Embury Institute for Teacher Education,23/OCT/15,86
Embury Institute for Teacher Education,26/JUL/16,2143
Embury Institute for Teacher Education,23/NOV/15,585
Embury Institute for Teacher Education,29/JAN/16,4089
Embury Institute for Teacher Education,02/NOV/16,12
Embury Institute for Teacher Education,14/OCT/16,53
Embury Institute for Teacher Education,18/MAR/16,210
Embury Institute for Teacher Education,13/OCT/16,51
Embury Institute for Teacher Education,15/AUG/15,3
Embury Institute for Teacher Education,23/SEP/15,628
Embury Institute for Teacher Education,10/MAY/16,1013
Embury Institute for Teacher Education,09/NOV/16,15
Embury Institute for Teacher Education,13/SEP/16,3196
Embury Institute for Teacher Education,04/NOV/15,115
Embury Institute for Teacher Education,12/AUG/15,488
Embury Institute for Teacher Education,23/SEP/16,877
Embury Institute for Teacher Education,20/JAN/16,9919
Embury Institute for Teacher Education,29/SEP/16,229
Embury Institute for Teacher Education,08/FEB/16,6528
Embury Institute for Teacher Education,19/APR/16,109
Embury Institute for Teacher Education,04/OCT/15,2
Embury Institute for Teacher Education,03/DEC/15,955
Embury Institute for Teacher Education,20/NOV/15,85
Embury Institute for Teacher Education,12/OCT/16,40
Embury Institute for Teacher Education,11/AUG/15,367
Embury Institute for Teacher Education,18/JAN/16,36940
Embury Institute for Teacher Education,03/NOV/16,17
Embury Institute for Teacher Education,26/SEP/16,903
Embury Institute for Teacher Education,04/SEP/15,119
Embury Institute for Teacher Education,15/MAR/16,291
Embury Institute for Teacher Education,31/OCT/16,80
Embury Institute for Teacher Education,11/NOV/15,25
Embury Institute for Teacher Education,25/OCT/16,167
Embury Institute for Teacher Education,11/JAN/16,69862
Embury Institute for Teacher Education,09/JUN/16,158
Embury Institute for Teacher Education,10/FEB/16,3036
Embury Institute for Teacher Education,03/OCT/16,216
Embury Institute for Teacher Education,15/JUL/16,426
Embury Institute for Teacher Education,13/JAN/16,9611
Embury Institute for Teacher Education,13/AUG/15,414
Embury Institute for Teacher Education,12/MAR/16,46
Embury Institute for Teacher Education,21/JAN/16,7943
Embury Institute for Teacher Education,22/AUG/16,378
Embury Institute for Teacher Education,19/SEP/16,1480
Embury Institute for Teacher Education,25/AUG/16,1261
Embury Institute for Teacher Education,28/OCT/15,49
Embury Institute for Teacher Education,17/MAY/16,3076
Embury Institute for Teacher Education,01/SEP/15,272
Embury Institute for Teacher Education,24/NOV/15,80
Embury Institute for Teacher Education,11/OCT/16,102
Embury Institute for Teacher Education,14/JUN/16,165
Embury Institute for Teacher Education,08/DEC/15,382
Embury Institute for Teacher Education,31/MAY/16,2767
Embury Institute for Teacher Education,29/OCT/15,15
Embury Institute for Teacher Education,27/MAY/16,811
Embury Institute for Teacher Education,28/JUN/16,2419
Embury Institute for Teacher Education,29/JUL/16,1427
Embury Institute for Teacher Education,22/JUL/16,3157
Embury Institute for Teacher Education,20/JUN/16,662
Embury Institute for Teacher Education,15/NOV/15,7
Embury Institute for Teacher Education,06/JUN/16,1001
Embury Institute for Teacher Education,25/NOV/16,67
Embury Institute for Teacher Education,07/JUN/16,105
Embury Institute for Teacher Education,30/OCT/15,19
Embury Institute for Teacher Education,19/JUL/16,3656
Embury Institute for Teacher Education,16/OCT/16,1
Embury Institute for Teacher Education,27/JUL/16,2824
Embury Institute for Teacher Education,01/SEP/16,1999
Embury Institute for Teacher Education,17/OCT/16,206
Embury Institute for Teacher Education,06/JUL/16,251
Embury Institute for Teacher Education,13/MAY/16,2939
Embury Institute for Teacher Education,31/AUG/15,154
Embury Institute for Teacher Education,20/SEP/16,1513
Embury Institute for Teacher Education,01/JAN/16,46546
Embury Institute for Teacher Education,31/JAN/16,665
Embury Institute for Teacher Education,11/AUG/16,503
Embury Institute for Teacher Education,27/OCT/16,92
Embury Institute for Teacher Education,04/OCT/16,271
Embury Institute for Teacher Education,29/AUG/16,2806
Embury Institute for Teacher Education,28/AUG/16,77
Regenesys Management (Pty) Ltd,02/AUG/16,865
Regenesys Management (Pty) Ltd,13/SEP/16,3196
Regenesys Management (Pty) Ltd,04/JUL/16,1021
Regenesys Management (Pty) Ltd,05/JUL/16,328
South African Theological Seminary,28/JAN/16,4762
South African Theological Seminary,18/MAY/16,2579
South African Theological Seminary,29/APR/16,146
South African Theological Seminary,25/AUG/16,1261
South African Theological Seminary,01/APR/16,48
South African Theological Seminary,01/NOV/16,206
South African Theological Seminary,15/APR/16,79
South African Theological Seminary,01/MAY/16,1749
South African Theological Seminary,30/AUG/16,61
South African Theological Seminary,20/MAY/16,1317
South African Theological Seminary,20/SEP/16,1513
South African Theological Seminary,02/NOV/15,28
South African Theological Seminary,01/SEP/16,1999
South African Theological Seminary,15/MAY/16,3
South African Theological Seminary,01/NOV/15,71
South African Theological Seminary,01/FEB/16,4654
South African Theological Seminary,01/AUG/15,61
South African Theological Seminary,01/FEB/15,620
South African Theological Seminary,30/AUG/15,4
South African Theological Seminary,28/JAN/15,1968
South African Theological Seminary,30/DEC/15,28
South African Theological Seminary,29/DEC/15,24
South African Theological Seminary,01/JAN/16,46546
South African Theological Seminary,18/NOV/15,33
South African Theological Seminary,28/JUN/16,2419
South African Theological Seminary,30/JAN/16,1238
South African Theological Seminary,25/APR/16,978
South African Theological Seminary,13/MAR/16,9
South African Theological Seminary,02/JUN/15,280
South African Theological Seminary,22/DEC/15,16
South African Theological Seminary,26/JUN/16,22
South African Theological Seminary,01/JUL/15,1575
South African Theological Seminary,27/DEC/15,860
South African Theological Seminary,30/MAR/16,146
South African Theological Seminary,14/FEB/15,149
South African Theological Seminary,01/OCT/15,295
South African Theological Seminary,27/APR/15,2
South African Theological Seminary,21/OCT/15,166
South African Theological Seminary,01/AUG/16,1058
South African Theological Seminary,29/JUN/15,409
South African Theological Seminary,15/SEP/15,563
South African Theological Seminary,31/AUG/15,154
South African Theological Seminary,23/DEC/15,10
South African Theological Seminary,22/FEB/15,24
South African Theological Seminary,18/APR/16,162
South African Theological Seminary,21/NOV/15,63
South African Theological Seminary,23/NOV/15,585
South African Theological Seminary,17/FEB/16,1775
South African Theological Seminary,24/JUL/16,23
South African Theological Seminary,29/JUN/16,2308
South African Theological Seminary,31/JAN/16,665
South African Theological Seminary,27/JUN/16,146
South African Theological Seminary,26/JAN/16,5484
South African Theological Seminary,10/JAN/16,141
South African Theological Seminary,10/MAY/16,1013
South African Theological Seminary,01/MAR/16,793
South African Theological Seminary,04/MAY/15,46
South African Theological Seminary,25/JUN/16,12
South African Theological Seminary,09/JAN/16,321
South African Theological Seminary,29/MAR/16,50
South African Theological Seminary,07/MAR/16,253
South African Theological Seminary,13/FEB/16,783
South African Theological Seminary,07/JUN/15,1
South African Theological Seminary,09/MAY/16,6682
South African Theological Seminary,19/APR/16,109
South African Theological Seminary,24/AUG/15,57
South African Theological Seminary,01/JAN/15,4161
South African Theological Seminary,19/JAN/16,11124
South African Theological Seminary,27/JUL/15,990
South African Theological Seminary,26/MAR/16,9
South African Theological Seminary,16/FEB/16,1766
South African Theological Seminary,07/FEB/16,505
South African Theological Seminary,28/DEC/15,6
South African Theological Seminary,08/MAR/16,332
South African Theological Seminary,22/APR/15,34
South African Theological Seminary,28/JUL/15,589
South African Theological Seminary,07/DEC/15,434
South African Theological Seminary,13/JAN/16,9611
South African Theological Seminary,02/FEB/16,3624
South African Theological Seminary,27/JAN/16,4416
South African Theological Seminary,12/SEP/15,81
South African Theological Seminary,30/SEP/15,353
South African Theological Seminary,13/SEP/15,6
South African Theological Seminary,21/FEB/16,219
South African Theological Seminary,18/MAR/16,210
South African Theological Seminary,27/MAR/16,12
South African Theological Seminary,30/JUN/15,338
South African Theological Seminary,25/MAY/16,1515
South African Theological Seminary,19/OCT/15,100
South African Theological Seminary,23/FEB/16,1052
South African Theological Seminary,31/OCT/16,80
South African Theological Seminary,23/APR/16,71
South African Theological Seminary,18/FEB/16,1464
Management College of Southern Africa (MANCOSA),21/MAY/16,1190
Management College of Southern Africa (MANCOSA),08/OCT/16,853
Management College of Southern Africa (MANCOSA),01/FEB/16,4654
Management College of Southern Africa (MANCOSA),04/JAN/16,61417
Management College of Southern Africa (MANCOSA),29/JUN/16,2308
Management College of Southern Africa (MANCOSA),07/JAN/16,10193
Lyceum College,29/FEB/16,1639
Lyceum College,25/FEB/16,1065
Lyceum College,04/MAR/16,572
Stellenbosch Academy of Design Photography,05/DEC/15,474
Regent Business School (Pty) Ltd t/a Regent Business School,03/SEP/16,767
St Augustine College of South Africa,04/FEB/16,2930
St Augustine College of South Africa,25/JUN/16,12
St Augustine College of South Africa,30/JUN/16,766
St Augustine College of South Africa,06/JAN/16,4182
St Augustine College of South Africa,02/FEB/16,3624
Union Bible Institute,21/JAN/16,7943
Union Bible Institute,22/JAN/15,1556
Union Bible Institute,12/APR/16,159
Union Bible Institute,14/APR/15,114
Fedisa,13/NOV/16,39
Netcare Hospital Management (Pty) Ltd known as Netcare Education Midra,01/JUN/16,1801
Netcare Hospital Management (Pty) Ltd known as Netcare Education Durba,01/JUN/16,1801
SA School of Motion Picture Medium and Live Performance - Cape Town,12/FEB/16,2770
SA School of Motion Picture Medium and Live Performance - Cape Town,01/MAR/16,793
SA School of Motion Picture Medium and Live Performance - Cape Town,01/FEB/16,4654
Durban Computer College (Pty) Ltd t/a DCC Campus,31/DEC/15,1934
Netcare Hospital Management (Pty) Ltd known as Netcare Education Johan,21/JAN/16,7943
Netcare Hospital Management (Pty) Ltd known as Netcare Education Durba,21/JAN/16,7943
Richfield Graduate Institute Of Technology (Pty) Ltd. (previously know,01/JAN/16,46546
Independent Institute of Education: Pretoria - CBD,08/JAN/15,315
Independent Institute of Education: Pretoria - CBD,26/JAN/15,1727
Independent Institute of Education: Pretoria - CBD,19/MAR/16,24
Independent Institute of Education: Pretoria - CBD,21/JAN/15,1902
Independent Institute of Education: Pretoria - CBD,16/JAN/15,4495
Independent Institute of Education: Pretoria - CBD,01/MAR/14,223
Independent Institute of Education: Braamfontein Jorissen Street,04/MAR/16,572
Independent Institute of Education: Braamfontein Jorissen Street,27/MAR/15,56
Independent Institute of Education: Braamfontein Jorissen Street,05/MAR/16,52
Independent Institute of Education: Braamfontein Jorissen Street,31/MAR/15,51
Independent Institute of Education: Braamfontein Jorissen Street,03/FEB/15,1190
Dermatech Health & Skincare Training Institute,26/JAN/15,1727
Independent Institute of Education: Pretoria - Lynnwood Glen,03/FEB/15,1190
Independent Institute of Education: Pretoria - Lynnwood Glen,31/DEC/15,1934
Independent Institute of Education: Cape Town - De Waterkant,19/FEB/16,1052
Independent Institute of Education: Cape Town - De Waterkant,15/JAN/16,9563
Independent Institute of Education: Cape Town - De Waterkant,16/FEB/16,1766
Independent Institute of Education: Cape Town - De Waterkant,02/FEB/16,3624
Independent Institute of Education: Cape Town - De Waterkant,27/JAN/16,4416
Independent Institute of Education: Cape Town - De Waterkant,30/JAN/16,1238
Independent Institute of Education: Cape Town - De Waterkant,09/FEB/16,2802
Independent Institute of Education: Cape Town - De Waterkant,18/JAN/16,36940
Independent Institute of Education: Cape Town - De Waterkant,05/FEB/16,3018
Independent Institute of Education: Cape Town - De Waterkant,26/JAN/16,5484
Independent Institute of Education: Cape Town - De Waterkant,12/APR/16,159
Independent Institute of Education: Cape Town - De Waterkant,25/JAN/16,5960
Independent Institute of Education: Cape Town - De Waterkant,14/JAN/16,10970
Independent Institute of Education: Cape Town - De Waterkant,12/FEB/16,2770
Independent Institute of Education: Cape Town - De Waterkant,31/DEC/15,1934
Independent Institute of Education: Durban North - La Lucia Ridge,14/JAN/16,10970
Independent Institute of Education: Durban North - La Lucia Ridge,03/FEB/16,3109
Independent Institute of Education: Durban North - La Lucia Ridge,02/FEB/16,3624
Independent Institute of Education: Durban North - La Lucia Ridge,21/JAN/16,7943
Independent Institute of Education: Durban North - La Lucia Ridge,29/JAN/16,4089
Independent Institute of Education: Durban North - La Lucia Ridge,19/JAN/16,11124
Independent Institute of Education: Durban North - La Lucia Ridge,01/FEB/16,4654
Independent Institute of Education: Durban North - La Lucia Ridge,13/FEB/14,712
Independent Institute of Education: Durban North - La Lucia Ridge,09/FEB/15,4428
Independent Institute of Education: Durban North - La Lucia Ridge,28/JAN/16,4762
Independent Institute of Education: Durban North - La Lucia Ridge,03/FEB/15,1190
Independent Institute of Education: Durban North - La Lucia Ridge,31/DEC/15,1934
Independent Institute of Education: Bordeaux,04/FEB/16,2930
Independent Institute of Education: Bordeaux,03/FEB/16,3109
Independent Institute of Education: Bordeaux,09/FEB/16,2802
Independent Institute of Education: Bordeaux,11/FEB/16,2411
Independent Institute of Education: Bordeaux,29/JAN/16,4089
Independent Institute of Education: Bordeaux,16/FEB/16,1766
Independent Institute of Education: Bordeaux,30/JAN/16,1238
Independent Institute of Education: Bordeaux,10/FEB/16,3036
Independent Institute of Education: Bordeaux,18/FEB/16,1464
Independent Institute of Education: Bordeaux,20/JAN/16,9919
Independent Institute of Education: Bordeaux,21/JAN/16,7943
Independent Institute of Education: Bordeaux,08/FEB/16,6528
Independent Institute of Education: Bordeaux,16/JAN/16,682
Independent Institute of Education: Bordeaux,11/JAN/16,69862
Independent Institute of Education: Bordeaux,18/JAN/16,36940
Independent Institute of Education: Bordeaux,05/FEB/16,3018
Independent Institute of Education: Bordeaux,17/FEB/16,1775
Independent Institute of Education: Bordeaux,02/FEB/16,3624
Independent Institute of Education: Bordeaux,04/FEB/15,1053
Independent Institute of Education: Bordeaux,01/FEB/16,4654
Independent Institute of Education: Bordeaux,03/FEB/15,1190
Independent Institute of Education: Bordeaux,30/JAN/15,1112
Independent Institute of Education: Bordeaux,31/DEC/15,1934
IQ Academy (previously known as Fernwood Business College),11/MAY/16,20279
IQ Academy (previously known as Fernwood Business College),15/AUG/16,762
IQ Academy (previously known as Fernwood Business College),08/JUL/16,312
IQ Academy (previously known as Fernwood Business College),13/MAY/16,2939
IQ Academy (previously known as Fernwood Business College),19/FEB/16,1052
IQ Academy (previously known as Fernwood Business College),23/NOV/15,585
IQ Academy (previously known as Fernwood Business College),14/JAN/16,10970
IQ Academy (previously known as Fernwood Business College),19/MAY/16,2169
IQ Academy (previously known as Fernwood Business College),01/FEB/16,4654
IQ Academy (previously known as Fernwood Business College),20/NOV/15,85
IQ Academy (previously known as Fernwood Business College),26/NOV/15,134
IQ Academy (previously known as Fernwood Business College),14/DEC/15,792
IQ Academy (previously known as Fernwood Business College),12/JAN/16,9627
IQ Academy (previously known as Fernwood Business College),18/JAN/16,36940
IQ Academy (previously known as Fernwood Business College),24/MAY/16,1148
IQ Academy (previously known as Fernwood Business College),25/NOV/15,178
IQ Academy (previously known as Fernwood Business College),08/FEB/16,6528
IQ Academy (previously known as Fernwood Business College),22/JAN/16,5699
IQ Academy (previously known as Fernwood Business College),27/MAY/16,811
IQ Academy (previously known as Fernwood Business College),20/JAN/16,9919
IQ Academy (previously known as Fernwood Business College),09/FEB/16,2802
IQ Academy (previously known as Fernwood Business College),29/FEB/16,1639
IQ Academy (previously known as Fernwood Business College),11/FEB/16,2411
IQ Academy (previously known as Fernwood Business College),16/APR/16,18
IQ Academy (previously known as Fernwood Business College),07/JAN/16,10193
IQ Academy (previously known as Fernwood Business College),15/JAN/16,9563
IQ Academy (previously known as Fernwood Business College),19/APR/16,109
IQ Academy (previously known as Fernwood Business College),25/APR/16,978
IQ Academy (previously known as Fernwood Business College),25/JAN/16,5960
IQ Academy (previously known as Fernwood Business College),27/NOV/15,98
IQ Academy (previously known as Fernwood Business College),03/FEB/15,1190
IQ Academy (previously known as Fernwood Business College),25/MAY/16,1515
IQ Academy (previously known as Fernwood Business College),29/OCT/15,15
IQ Academy (previously known as Fernwood Business College),07/DEC/15,434
IQ Academy (previously known as Fernwood Business College),13/JAN/16,9611
IQ Academy (previously known as Fernwood Business College),18/DEC/15,401
IQ Academy (previously known as Fernwood Business College),24/NOV/15,80
IQ Academy (previously known as Fernwood Business College),09/DEC/15,221
IQ Academy (previously known as Fernwood Business College),07/MAR/16,253
IQ Academy (previously known as Fernwood Business College),19/OCT/15,100
IQ Academy (previously known as Fernwood Business College),11/APR/16,1004
IQ Academy (previously known as Fernwood Business College),16/MAY/16,6671
IQ Academy (previously known as Fernwood Business College),13/JUN/16,1665
IQ Academy (previously known as Fernwood Business College),05/APR/16,111
IQ Academy (previously known as Fernwood Business College),03/MAR/16,544
IQ Academy (previously known as Fernwood Business College),30/JUN/15,338
IQ Academy (previously known as Fernwood Business College),21/APR/16,942
IQ Academy (previously known as Fernwood Business College),30/JAN/16,1238
Boston City Campus and Business College (PTY) Ltd,25/JUL/16,8242
Boston City Campus and Business College (PTY) Ltd,15/FEB/16,7220
Independent Institute of Education: Pretoria - Lynnwood Glen,10/FEB/16,3036
Independent Institute of Education: Pretoria - Lynnwood Glen,20/JAN/16,9919
Independent Institute of Education: Pretoria - Lynnwood Glen,26/JAN/16,5484
Independent Institute of Education: Pretoria - Lynnwood Glen,02/FEB/16,3624
Independent Institute of Education: Pretoria - Lynnwood Glen,18/MAR/15,116
Independent Institute of Education: Pretoria - Lynnwood Glen,27/JAN/16,4416
Independent Institute of Education: Pretoria - Lynnwood Glen,03/FEB/16,3109
Independent Institute of Education: Pretoria - Lynnwood Glen,08/MAR/16,332
Independent Institute of Education: Pretoria - Lynnwood Glen,30/JAN/15,1112
Independent Institute of Education: Pretoria - Lynnwood Glen,18/FEB/15,536
Independent Institute of Education: Pretoria - Lynnwood Glen,25/JAN/16,5960
Independent Institute of Education: Pretoria - Lynnwood Glen,08/FEB/16,6528
Independent Institute of Education: Pretoria - Lynnwood Glen,12/FEB/15,662
Independent Institute of Education: Pretoria - Lynnwood Glen,01/FEB/16,4654
Independent Institute of Education: Pretoria - Lynnwood Glen,28/JAN/15,1968
Independent Institute of Education: Cape Town - De Waterkant,19/JAN/16,11124
Independent Institute of Education: Cape Town - De Waterkant,28/JAN/16,4762
Independent Institute of Education: Cape Town - De Waterkant,12/JAN/16,9627
Independent Institute of Education: Cape Town - De Waterkant,01/FEB/16,4654
Independent Institute of Education: Cape Town - De Waterkant,03/FEB/16,3109
Independent Institute of Education: Cape Town - De Waterkant,29/JAN/16,4089
Independent Institute of Education: Cape Town - De Waterkant,08/FEB/16,6528
Independent Institute of Education: Durban North - La Lucia Ridge,27/JAN/16,4416
Independent Institute of Education: Durban North - La Lucia Ridge,04/FEB/16,2930
Independent Institute of Education: Durban North - La Lucia Ridge,05/FEB/16,3018
Independent Institute of Education: Durban North - La Lucia Ridge,09/FEB/16,2802
Independent Institute of Education: Bordeaux,08/JAN/16,1613
Independent Institute of Education: Bordeaux,26/JAN/16,5484
Independent Institute of Education: Bordeaux,28/JAN/16,4762
Independent Institute of Education: Bordeaux,14/JAN/16,10970
Independent Institute of Education: Bordeaux,27/JAN/16,4416
Independent Institute of Education: Bordeaux,09/MAR/16,220
The South African College of Applied Psychology - Johannesburg,15/DEC/15,768
The South African College of Applied Psychology - Johannesburg,17/MAY/13,304
The South African College of Applied Psychology - Johannesburg,13/DEC/13,318
The South African College of Applied Psychology - Johannesburg,29/AUG/14,72
The South African College of Applied Psychology - Johannesburg,14/DEC/12,743
The South African College of Applied Psychology - Johannesburg,09/MAY/14,118
The South African College of Applied Psychology - Johannesburg,12/DEC/14,1249
The South African College of Applied Psychology - Johannesburg,14/APR/16,161
The South African College of Applied Psychology - Johannesburg,02/MAY/14,31
The South African College of Applied Psychology - Johannesburg,13/MAR/13,463
The South African College of Applied Psychology - Johannesburg,23/MAR/15,124
The South African College of Applied Psychology - Johannesburg,10/MAY/13,84
The South African College of Applied Psychology - Johannesburg,07/FEB/13,1644
The South African College of Applied Psychology - Johannesburg,09/FEB/15,4428
The South African College of Applied Psychology - Johannesburg,14/AUG/13,149
The South African College of Applied Psychology - Johannesburg,01/JUN/15,355
The South African College of Applied Psychology - Johannesburg,10/FEB/14,4648
The South African College of Applied Psychology - Johannesburg,16/SEP/13,131
The South African College of Applied Psychology - Johannesburg,08/SEP/14,234
The South African College of Applied Psychology - Johannesburg,04/FEB/13,2275
The South African College of Applied Psychology - Johannesburg,11/MAY/16,20279
The South African College of Applied Psychology - Johannesburg,27/MAY/13,111
The South African College of Applied Psychology - Johannesburg,01/SEP/14,166
The South African College of Applied Psychology - Johannesburg,15/AUG/13,242
The South African College of Applied Psychology - Johannesburg,30/JAN/12,3581
The South African College of Applied Psychology - Johannesburg,06/FEB/12,1679
The South African College of Applied Psychology - Johannesburg,12/JUN/14,143
The South African College of Applied Psychology - Johannesburg,11/JUN/14,391
The South African College of Applied Psychology - Johannesburg,15/SEP/14,78
The South African College of Applied Psychology - Johannesburg,26/MAY/14,591
The South African College of Applied Psychology - Johannesburg,10/SEP/12,76
The South African College of Applied Psychology - Johannesburg,11/FEB/14,1131
The South African College of Applied Psychology - Johannesburg,17/MAR/15,202
The South African College of Applied Psychology - Johannesburg,08/MAR/16,332
The South African College of Applied Psychology - Johannesburg,25/SEP/12,48
The South African College of Applied Psychology - Johannesburg,22/FEB/12,582
The South African College of Applied Psychology - Johannesburg,05/JUN/12,135
The South African College of Applied Psychology - Johannesburg,12/JUN/12,85
The South African College of Applied Psychology - Johannesburg,12/JUN/13,700
The South African College of Applied Psychology - Johannesburg,19/NOV/13,31
The South African College of Applied Psychology - Johannesburg,03/DEC/14,278
The South African College of Applied Psychology - Johannesburg,01/JUL/12,2559
The South African College of Applied Psychology - Johannesburg,29/MAR/13,22
The South African College of Applied Psychology - Johannesburg,31/MAR/15,51
The South African College of Applied Psychology - Johannesburg,19/MAY/16,2169
The South African College of Applied Psychology - Johannesburg,07/APR/14,79
The South African College of Applied Psychology - Johannesburg,02/JUL/15,69
The South African College of Applied Psychology - Johannesburg,05/NOV/14,43
The South African College of Applied Psychology - Johannesburg,22/APR/14,42
The South African College of Applied Psychology - Johannesburg,24/FEB/14,392
The South African College of Applied Psychology - Johannesburg,04/JUN/13,1152
The South African College of Applied Psychology - Johannesburg,15/FEB/14,160
The South African College of Applied Psychology - Cape Town,24/MAY/14,734
The South African College of Applied Psychology - Cape Town,30/MAY/14,838
The South African College of Applied Psychology - Cape Town,01/JUN/14,137
The South African College of Applied Psychology - Cape Town,23/FEB/14,19
The South African College of Applied Psychology - Cape Town,15/DEC/14,970
The South African College of Applied Psychology - Cape Town,06/AUG/15,569
The South African College of Applied Psychology - Cape Town,25/APR/14,45
The South African College of Applied Psychology - Cape Town,10/NOV/15,181
The South African College of Applied Psychology - Cape Town,25/FEB/16,1065
The South African College of Applied Psychology - Cape Town,05/FEB/16,3018
The South African College of Applied Psychology - Cape Town,12/FEB/16,2770
The South African College of Applied Psychology - Cape Town,26/FEB/15,459
The South African College of Applied Psychology - Cape Town,06/JUN/16,1001
The South African College of Applied Psychology - Cape Town,03/FEB/15,1190
The South African College of Applied Psychology - Cape Town,14/APR/16,161
The South African College of Applied Psychology - Cape Town,04/MAR/15,417
The South African College of Applied Psychology - Cape Town,06/APR/16,217
The South African College of Applied Psychology - Cape Town,13/JUN/16,1665
The South African College of Applied Psychology - Cape Town,30/MAR/14,32
The South African College of Applied Psychology - Cape Town,01/JUN/16,1801
The South African College of Applied Psychology - Cape Town,23/FEB/16,1052
The South African College of Applied Psychology - Cape Town,30/MAR/16,146
The South African College of Applied Psychology - Cape Town,27/JUL/15,990
The South African College of Applied Psychology - Cape Town,01/MAR/16,793
The South African College of Applied Psychology - Cape Town,01/MAR/15,344
The South African College of Applied Psychology - Cape Town,01/JAN/16,46546
The South African College of Applied Psychology - Cape Town,17/APR/12,366
The South African College of Applied Psychology - Cape Town,06/JUN/12,170
The South African College of Applied Psychology - Cape Town,15/JUN/16,116
The South African College of Applied Psychology - Cape Town,01/JUL/15,1575
The South African College of Applied Psychology - Cape Town,01/JUN/13,323
The South African College of Applied Psychology - Cape Town,08/FEB/16,6528
The South African College of Applied Psychology - Cape Town,30/JAN/12,3581
The South African College of Applied Psychology - Cape Town,09/FEB/15,4428
